audit_id,priority_score,priority_flags,query_id,standardized_query,normalized_query,representative_description,expected_hts_number,acceptable_hts_numbers,expected_chapter,ambiguity,contributing_standardized_rows,max_noise_score,live_status,live_latency_ms,live_top1_hts_number,live_top1_description,live_top10_hts_numbers,live_exact_top1,live_exact_top10,expected_hts_description,expected_hts_path,audit_status,audited_hts_number,audited_description,reviewer_notes
audit-cc-00999,125,high_noise|long_query|no_results|top10_miss|slow_search,cc-00999,memory match card games concentration style game for kids and seniors,memory match card games concentration game kids seniors,Memory Match Card Games - Concentration Style Game for Kids and Seniors,9810.00.35.00,9810.00.35.00,98,single_label,1,2,201,1932,,,,,,"Letters, numbers, and other symbols; number cards and other arithmetical materials; printed matter; blocks and other dimensional shapes; geometrical figures, plane or solid; geographical globes; tuned bells and basic materials for understanding music; model articles and figures of animate objects; puzzles and games; flags; dressing frames; dummy clocks; bottles, boxes, and other containers or holders; all the foregoing, whether or not in sets, fabricated to specification and designed for the classroom instruction of children; and containers or holders fabricated to specification and designed for the storage of such instructional articles when not in use","Letters, numbers, and other symbols; number cards and other arithmetical materials; printed matter; blocks and other dimensional shapes; geometrical figures, plane or solid; geographical globes; tuned bells and basic materials for understanding music; model articles and figures of animate objects; puzzles and games; flags; dressing frames; dummy clocks; bottles, boxes, and other containers or holders; all the foregoing, whether or not in sets, fabricated to specification and designed for the classroom instruction of children; and containers or holders fabricated to specification and designed for the storage of such instructional articles when not in use",PENDING,,,
audit-cc-00400,125,high_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00400,custom printed super groom bros wedding socks for the groom personalized socks with wedding role and date mario inspired groomsmen socks,printed super groom bros socks groom socks role date mario inspired groomsmen,Custom Printed Super Groom Bros Wedding Socks for the Groom Personalized Socks with Wedding Role and Date Mario Inspired Groomsmen Socks,6115.95.90.00,6115.95.90.00,61,single_label,1,2,201,2005,8402.20.00.00,Super-heated water boilers,8402.20.00.00|9611.00.00.00|6105.20.20.10|8443.91.10.00|6205.30.20.50|8443.91.20.00|6402.19.05.30|6205.30.20.10|6103.29.20.66|6205.30.20.30,,,Other (332),"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted: > Of cotton: > Other (332)",PENDING,,,
audit-cc-00365,125,high_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00365,"crochet pink rose, handmade rose, valentine's day gift , home decoration, knitted rose flower, single rose, forever rose, gift for her",crochet rose rose valentine day home decoration knitted rose flower single rose,"Crochet Pink rose, Handmade Rose, Valentine's Day Gift , Home Decoration, Knitted Rose Flower, Single Rose, Forever Rose, Gift for Her",6117.90.90.80,6117.90.90.80,61,single_label,1,2,201,2097,6006.22.90.20,Of single knit construction (222),6006.22.90.20|6006.22.10.00|6006.23.10.00|6103.29.20.66|0603.11.00.30|6103.29.20.70|0603.12.30.00|6104.29.20.73|0603.19.01.35|4010.12.10.00,,,Of cotton (359),"Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories: > Parts: > Other > Of cotton (359)",PENDING,,,
audit-cc-01103,125,high_noise|long_query|high_value_chapter_64|top1_mismatch|top10_miss|slow_search,cc-01103,new balance sea salt with concrete and silver metallic men women,new balance sea salt concrete silver metallic men women,New Balance 9060 in Sea Salt with Concrete and Silver Metallic - 6.0 Men | 7.5 Women,6404.11.20.60,6404.11.20.60,64,single_label,1,2,201,2039,6404.11.69.30,For men,6404.11.69.30|6404.11.79.30|6404.11.89.30|2501.00.00.00|6404.11.69.60|6404.11.85.30|6404.11.89.60|6404.11.75.30|6404.19.59.30|6404.19.49.30,,,For women,"Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials: > Sports footwear; tennis shoes, basketball shoes, gym shoes, training shoes and the like: > Having uppers of which over 50 percent of the external surface area (including any leather accessories or reinforcements such as those mentioned in note 4(a) to this chapter) is leather > For women",PENDING,,,
audit-cc-00415,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00415,"dainty round jade ring, chunky jade ring in gold, moonstone ring, green gemstone jewelry , gift for mom, christmas jewelry",dainty round jade ring chunky jade ring gold moonstone ring gemstone jewelry,"Dainty Round Jade Ring, Chunky Jade Ring In Gold, MoonStone Ring, Green Gemstone Jewelry , Gift for Mom, Christmas Jewelry",7113.19.50.25,7113.19.50.25,71,single_label,1,2,201,1974,7103.99.10.00,"Cut but not set, and suitable for use in the manufacture of jewelry",7103.99.10.00|7103.91.00.30|7103.91.00.10|9615.11.40.00|9615.90.40.00|3926.90.40.00|7103.91.00.20|7103.10.20.00|7103.10.40.00|7103.99.50.00,,,Rings,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of other precious metal, whether or not plated or clad with precious metal: > Other > Rings",PENDING,,,
audit-cc-00403,125,high_noise|long_query|no_results|top10_miss|slow_search,cc-00403,"custom rubberized pens with stylus, logo, bulk custom pens, promotional pens, customized ballpoint pens, business pens, wedding favors",rubberized pens stylus logo bulk pens pens ballpoint pens business pens favors,"Custom Rubberized Pens With Stylus, Logo, Bulk Custom Pens, Promotional Pens, Customized Ballpoint Pens, Business Pens, Wedding Favors",9608.10.00.00,9608.10.00.00,96,single_label,1,2,201,1671,,,,,,Ball point pens,"Ball point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph pens and other pens; duplicating styli; propelling or sliding pencils (for example, mechanical pencils); pen-holders, pencil-holders and similar holders; parts (including caps and clips) of the foregoing articles, other than those of heading 9609: > Ball point pens",PENDING,,,
audit-cc-01068,125,high_noise|long_query|no_results|top10_miss|slow_search,cc-01068,"miniature oil painting winter forest, painting with rustic vintage frame, gift",miniature oil painting winter forest painting rustic frame,"Miniature Oil Painting Winter Forest, Painting with Rustic Vintage frame, gift",9701.91.00.00,9701.91.00.00,97,single_label,1,2,201,2217,,,,,,"Paintings, drawings, and pastels","Painting, drawings and pastels, executed entirely by hand, other than drawings of heading 4906 and other than hand-painted or hand-decorated manufacture articles; collages, mosaics and similar decorative plaques: > Paintings, drawings, and pastels",PENDING,,,
audit-cc-00686,125,high_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-00686,hand painted plum ornament matte bauble with botanical leaf design lightweight christmas tree decoration handmade holiday gift,hand painted plum ornament matte bauble botanical leaf design lightweight tree decoration,Hand-Painted Plum Ornament - Matte Bauble with Botanical Leaf Design | Lightweight Christmas Tree Decoration | Handmade Holiday Gift,9505.10.25.00,9505.10.25.00,95,single_label,1,2,201,2055,9505.10.40.10,Artificial Christmas trees,9505.10.40.10|9505.10.50.10|6913.10.10.00|6913.90.10.00|5805.00.20.00|3926.40.00.10|4417.00.40.00|6913.90.30.00|6913.10.50.00|6913.90.50.00,,,Other,"Festive, carnival or other entertainment articles, including magic tricks and practical joke articles; parts and accessories thereof: > Articles for Christmas festivities and parts and accessories thereof: > Other",PENDING,,,
audit-cc-00737,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00737,handmade jewelry trinket dish for wedding gift jewelry handmade dish bridal gift trinket dish handmade engagement gift handmade jewelry dish,jewelry trinket dish jewelry dish bridal trinket dish engagement jewelry dish,Handmade Jewelry Trinket Dish for Wedding Gift Jewelry Handmade Dish Bridal Gift Trinket Dish Handmade Engagement Gift Handmade Jewelry Dish,7117.90.75.00,7117.90.75.00,71,single_label,1,2,201,2562,6911.10.41.00,"Steins with permanently attached pewter lids, candy boxes, decanters, punch bowls, pretzel dishes, tidbit dishes, tiered servers, bonbon dishes, egg cups, spoons and spoon rests, oil and vinegar sets, tumblers and salt and pepper shaker sets",6911.10.41.00|6912.00.41.00|6911.10.37.10|7018.10.10.00|7018.10.20.00|7018.20.00.00|7302.40.00.00|6911.10.38.10|6912.00.46.00|6911.10.60.00,,,Of plastics,Imitation jewelry: > Other: > Of plastics,PENDING,,,
audit-cc-01067,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-01067,mini tote bag small boat totebag hobo bag weekender bridesmaid gift,mini tote bag boat totebag hobo bag weekender bridesmaid,Mini Tote Bag Small Boat Totebag Hobo Bag Weekender Bridesmaid Gift,4202.32.40.00,4202.32.40.00,42,single_label,1,2,201,1734,4202.22.40.10,Containing 85 percent or more by weight of silk or silk waste,4202.22.40.10|4202.22.35.00|4202.22.70.00|4202.22.15.00|4202.22.89.70|4202.92.60.10|4202.92.91.00|4202.92.04.00|4202.22.40.40|4202.22.60.00,,,Of cotton (369),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Of cotton (369)",PENDING,,,
audit-cc-00398,125,high_noise|long_query|high_value_chapter_61|top1_mismatch|top10_miss|slow_search,cc-00398,"custom printed lotr wedding socks for the groom and groomsmen, personalized socks with wedding role and date, lotr inspired groomsmen socks",printed lotr socks groom groomsmen socks role date lotr inspired groomsmen socks,"Custom Printed LOTR Wedding Socks for the Groom and Groomsmen, Personalized Socks with Wedding Role and Date, LOTR Inspired Groomsmen Socks",6115.95.90.00,6115.95.90.00,61,single_label,1,2,201,1738,6115.99.14.10,Containing 23 percent or more by weight of wool or fine animal hair (432),6115.99.14.10|6115.99.14.20|6115.30.90.10|9611.00.00.00|8443.91.10.00|6405.20.60.30|8443.91.20.00|8443.14.00.00|6203.49.35.00|6402.99.25.30,,,Other (332),"Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted: > Of cotton: > Other (332)",PENDING,,,
audit-cc-00854,125,high_noise|long_query|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-00854,khii sea salt ice cream tank top keyblade wielders collection,khii sea salt ice cream tank top keyblade wielders collection,KHII Sea Salt Ice Cream Tank Top - Keyblade Wielders Collection,6211.49.15.30,6211.49.15.30,62,single_label,1,2,201,1777,2105.00.10.00,Described in additional U.S. note 5 to this chapter and entered pursuant to its provisions,2105.00.10.00|2105.00.05.00|2105.00.30.00|9401.80.20.01|9401.80.40.01|9401.91.90.10|2105.00.25.00|2105.00.20.00|2105.00.50.00|2105.00.40.00,,,"Blouses, shirts and shirt-blouses, sleeveless tank styles and similar upper body garments, excluded from heading 6206 (440)","Track suits, ski-suits and swimwear; other garments: > Of other textile materials: > Of wool or fine animal hair > Blouses, shirts and shirt-blouses, sleeveless tank styles and similar upper body garments, excluded from heading 6206 (440)",PENDING,,,
audit-cc-01874,125,moderate_noise|long_query|high_value_chapter_61|no_results|top10_miss|slow_search,cc-01874,women's top polyester spandex puff sleeve top wine burnout xlarge wine burnout,women top polyester spandex puff sleeve top wine burnout wine burnout,WOMEN'S TOP 95% POLYESTER 5% SPANDEX Puff Sleeve Top - Wine Burnout - XLarge / Wine Burnout,6114.30.10.20,6114.30.10.20,61,single_label,1,1,201,1730,,,,,,Women's or girls' (639),"Other garments, knitted or crocheted: > Of man-made fibers: > Tops > Women's or girls' (639)",PENDING,,,
audit-cc-00864,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-00864,kit tote bag to embroider and embroidery threads and embroidery scissors tote bag to stitch embroidery canvas bag shoulder bag to embroider,kit tote bag embroider embroidery threads embroidery scissors tote bag stitch embroidery,Kit Tote Bag to Embroider + 8 Embroidery Threads + Embroidery Scissors /Tote Bag to Stitch/ Embroidery Canvas Bag/ Shoulder Bag to Embroider,4202.92.15.00,4202.92.15.00,42,single_label,1,2,201,2025,4202.22.40.10,Containing 85 percent or more by weight of silk or silk waste,4202.22.40.10|4202.22.40.20|4202.22.70.00|6308.00.00.10|6308.00.00.20|5810.91.00.10|5810.92.90.30|5810.99.10.00|4202.92.60.10|4202.92.91.00,,,Of cotton (369),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Of cotton (369)",PENDING,,,
audit-cc-00753,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-00753,handmade puff cotton makeup organizer for vanity pink and blue stripe soft makeup organizer for girls and gifting,puff cotton makeup organizer vanity stripe soft makeup organizer girls gifting,Handmade Puff Cotton Makeup Organizer for Vanity- Pink and Blue Stripe- Soft Makeup Organizer for Girls & Gifting,4202.19.00.00,4202.19.00.00,42,single_label,1,2,201,2058,3304.10.00.00,Lip make-up preparations,3304.10.00.00|3304.20.00.00|3304.91.00.10|6108.21.00.20|6108.91.00.40|6108.91.00.25|4202.92.33.16|4202.92.60.10|4202.92.33.10|6307.90.89.40,,,Other,"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > Other",PENDING,,,
audit-cc-00529,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-00529,"faux leather eyeglass case, soft sided, non rigid, for optical glasses",faux leather eyeglass case soft sided non rigid optical glasses,"faux leather eyeglass case, soft-sided, non-rigid, for optical glasses",4202.92.08.07,4202.92.08.07,42,single_label,1,2,201,2016,4202.92.94.00,"Cases designed to protect and transport compact disks (CD's), CD Rom disks, CD players, cassette players, and/or cassettes",4202.92.94.00|4202.92.50.00|4202.92.91.00|4202.92.04.00|4202.92.15.00|4202.91.10.00|4202.91.90.30|4202.91.90.90|4202.12.21.20|4202.21.30.00,,,Of man-made fibers (670),"Trunks, suitcases, vanity cases, attache cases, briefcases, school satchels, spectacle cases, binocular cases, camera cases, musical instrument cases, gun cases, holsters and similar containers; traveling bags, insulated food or beverage bags, toiletry bags, knapsacks and backpacks, handbags, shopping bags, wallets, purses, map cases, cigarette cases, tobacco pouches, tool bags, sports bags, bottle cases, jewelry boxes, powder cases, cutlery cases and similar containers, of leather or of composition leather, of sheeting of plastics, of textile materials, of vulcanized fiber or of paperboard, or wholly or mainly covered with such materials or with paper: > With outer surface of sheeting of plastics or of textile materials: > Other > Of man-made fibers (670)",PENDING,,,
audit-cc-00242,125,high_noise|long_query|no_results|top10_miss|slow_search,cc-00242,christian easter favor cards mini jesus pocket cards church gifts for kids easter religious easter basket stuffer church gift religious gift,christian easter favor cards mini jesus pocket cards church kids easter religious,Christian Easter Favor Cards Mini Jesus Pocket Cards Church Gifts for Kids Easter Religious Easter Basket Stuffer Church gift Religious gift,4909.00.20.00,4909.00.20.00,49,single_label,1,2,201,1680,,,,,,Postcards,"Printed or illustrated postcards; printed cards bearing personal greetings, messages or announcements, whether or not illustrated, with or without envelopes or trimmings: > Postcards",PENDING,,,
audit-cc-01531,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01531,"solid sterling silver screw head stud earrings for men women, unique industrial punk jewelry , minimalist silver stud earring gift",solid sterling silver screw head stud earrings men women unique industrial punk,"Solid 925 Sterling Silver Screw Head Stud Earrings for Men Women, Unique Industrial Punk Jewelry , Minimalist Silver Stud Earring Gift",7113.11.20.00,7113.11.20.00,71,single_label,1,2,201,1785,7106.91.10.20,Dore,7106.91.10.20|7106.91.50.00|7117.11.00.00|7318.15.40.00|7415.33.05.00|7318.15.80.20|7318.15.80.66|7415.33.80.10|7415.33.80.50|0303.42.00.40,,,Valued not over $18 per dozen pieces or parts,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of silver, whether or not plated or clad with other precious metal: > Valued not over $18 per dozen pieces or parts",PENDING,,,
audit-cc-00962,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-00962,"luxury dog tuxedo wedding ring bearer outfit, formal pet attire, custom dog tuxedo with bow tie, large and small dog wedding suit navy blue",luxury dog tuxedo ring bearer outfit formal pet attire dog tuxedo bow,"Luxury Dog Tuxedo - Wedding Ring Bearer Outfit, Formal Pet Attire, Custom Dog Tuxedo with Bow Tie, Large & Small Dog Wedding Suit-Navy Blue",4201.00.60.00,4201.00.60.00,42,single_label,1,2,201,1694,6215.90.00.10,Of wool or fine animal hair (459),6215.90.00.10|6215.10.00.40|6215.20.00.00|6103.10.10.00|6103.10.20.00|6103.10.40.00|6215.10.00.25|6215.10.00.90|6215.90.00.20|6203.31.90.10,,,Other,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material: > Other",PENDING,,,
audit-cc-00232,125,high_noise|long_query|no_results|top10_miss|slow_search,cc-00232,"chemo soft cap for hair loss hat, chemotherapy head wear, head covers headwear alopecia lycra cap, head scarves, cancer gift",chemo soft cap hair loss hat chemotherapy head wear head covers headwear,"Chemo Soft Cap for hair loss hat, chemotherapy head wear, head covers headwear alopecia lycra cap, head scarves, cancer gift",6505.00.60.90,6505.00.60.90,65,single_label,1,2,201,1688,,,,,,Other (659),"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed: > Not in part of braid > Other (659)",PENDING,,,
audit-cc-01943,125,moderate_noise|long_query|high_value_chapter_85|no_results|top10_miss|slow_search,cc-01943,you're not you anymore baby pink inside milky clear w baby pink splatter lp baby pink inside milky clear w baby pink splatter vinyl,you re not you anymore baby inside milky clear baby splatter lp,"You're Not You Anymore (Baby Pink Inside Milky Clear w/ Baby Pink Splatter LP) - 12"" Baby Pink Inside Milky Clear w/ Baby Pink Splatter Vinyl",8523.80.10.00,8523.80.10.00,85,single_label,1,1,201,1605,,,,,,Phonograph records,"Discs, tapes, solid-state non-volatile storage devices, ""smart cards"" and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37: > Other: > Phonograph records",PENDING,,,
audit-cc-00819,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00819,"initial disc bracelet, gold filled, rose gold filled, silver, personalized bracelet, initial disc, mother's bracelet, valentines day disc silver, typewritr, capital letter on each disc p, c, e. gift wrapped, personalized note added with this message you became thier family by choice, not by chance and that says everything about your heart. i hope you wear this and remember how loved you are. pls and thk",initial disc bracelet gold filled rose gold filled silver bracelet initial disc,"6 mm Initial Disc bracelet, Gold Filled, Rose Gold Filled, Silver, Personalized Bracelet, Initial Disc, Mother's Bracelet, Valentines Day (3 Disc - Silver, 7 inch - Typewritr, Capital letter on each disc: P, C, E. Gift wrapped, Personalized note added with this message: -You became thier family by choice, not by chance - and that says everything about your heart. I hope you wear this and remember how loved you are.- pls and thk!)",7113.11.50.00,7113.11.50.00,71,single_label,1,2,201,1864,7113.20.25.00,Mixed link,7113.20.25.00|7113.20.21.00|7113.20.30.00|5208.11.60.00|7113.20.29.00|7111.00.00.00|7106.92.10.00|7113.19.50.91|7115.90.30.00|7113.11.20.00,,,Other,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of silver, whether or not plated or clad with other precious metal: > Other",PENDING,,,
audit-cc-00182,125,high_noise|long_query|high_value_chapter_95|top1_mismatch|top10_miss|slow_search,cc-00182,canadian curling rock felt christmas tree red handle personalize ornament red ornament,curling rock felt tree handle personalize ornament ornament,Canadian Curling Rock Felt Christmas Tree Red Handle Personalize Ornament (RED) - 1 ornament,9505.10.25.00,9505.10.25.00,95,single_label,1,2,201,1730,9505.10.40.10,Artificial Christmas trees,9505.10.40.10|9505.10.50.10|9505.10.15.00|8516.32.00.20|5911.10.10.00|4417.00.40.00|4417.00.80.10|4417.00.20.00|6913.90.30.00|3926.40.00.10,,,Other,"Festive, carnival or other entertainment articles, including magic tricks and practical joke articles; parts and accessories thereof: > Articles for Christmas festivities and parts and accessories thereof: > Other",PENDING,,,
audit-cc-01221,125,high_noise|long_query|high_value_chapter_42|top1_mismatch|top10_miss|slow_search,cc-01221,"personalized mens bracelet in custom size, handmade leather jewelry with silver beads, christmas fathers day gifts for dad husband boyfriend",mens bracelet size leather jewelry silver beads fathers day dad husband boyfriend,"Personalized Mens Bracelet in Custom Size, Handmade Leather Jewelry with Silver Beads, Christmas Fathers Day Gifts For Dad Husband Boyfriend",4203.40.60.00,4203.40.60.00,42,single_label,1,2,201,2671,7113.11.10.00,"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.11.10.00|7113.20.21.00|7117.11.00.00|7113.20.25.00|7113.19.21.00|7113.19.25.00|7117.19.30.00,,,Other,"Articles of apparel and clothing accessories, of leather or of composition leather: > Other clothing accessories: > Other",PENDING,,,
audit-cc-00022,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00022,"alloy enamel jewelry pendant in the shape of a dragonfly, featuring crystal rhinestone embellishments. dimensions approximately width, length, thickness, with a hole for attachment. primarily composed of mixed alloys and decorative rhinestones",alloy enamel jewelry pendant shape dragonfly featuring crystal rhinestone embellishments dimensions approximately,"Alloy enamel jewelry pendant in the shape of a dragonfly, featuring crystal rhinestone embellishments. Dimensions: approximately 64mm width, 57mm length, 5mm thickness, with a 2mm hole for attachment. Primarily composed of mixed alloys and decorative rhinestones.",7117.90.90.00,7117.90.90.00,71,single_label,1,2,201,1850,7117.90.10.00,"Necklaces, valued not over 30 cents per dozen, composed wholly of plastic shapes mounted on fiber string",7117.90.10.00|7117.90.45.00|7117.90.60.00|7018.10.10.00|7018.20.00.00|7018.10.20.00|4409.10.05.00|4409.21.05.00|7117.90.75.00|7113.20.10.00,,,Other,Imitation jewelry: > Other: > Other,PENDING,,,
audit-cc-01889,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-01889,wood and silver bar necklace engravable wood jewelry delicate wood and silver pendant wood anniversary custom wood gift,wood silver bar necklace engravable wood jewelry delicate wood silver pendant wood,Wood and Silver Bar Necklace - Engravable Wood Jewelry - Delicate Wood and Silver Pendant - Wood Anniversary - Custom Wood Gift -,7113.20.29.00,7113.20.29.00,71,single_label,1,2,201,1563,7113.11.10.00,"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.11.10.00|7117.90.10.00|7113.11.20.00|4420.11.00.10|4420.11.00.30|4420.90.45.00|7018.10.10.00|7018.10.20.00|7018.20.00.00|9111.20.20.00,,,Other,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of base metal clad with precious metal: > Other",PENDING,,,
audit-cc-00412,125,high_noise|long_query|high_value_chapter_71|top1_mismatch|top10_miss|slow_search,cc-00412,"cute umbrella earrings, rain drop earrings, kawaii earrings, special statement earring, small dangle earring, handmade jewelry , gift for her",cute umbrella earrings rain drop earrings kawaii earrings special statement earring dangle,"Cute Umbrella Earrings, Rain Drop Earrings, Kawaii Earrings, Special Statement Earring, Small Dangle Earring, Handmade Jewelry , Gift For Her",7117.90.90.00,7117.90.90.00,71,single_label,1,2,201,3430,7117.11.00.00,Cuff links and studs,7117.11.00.00|7117.19.05.00|7117.90.60.00|6603.20.30.00|6601.10.00.00|6601.91.00.00|7117.19.60.00|7117.90.45.00|7117.19.30.00|7117.19.20.00,,,Other,Imitation jewelry: > Other: > Other,PENDING,,,
audit-cc-01599,125,high_noise|long_query|no_results|top10_miss|slow_search,cc-01599,"tape measure or covered with cotton fabric measuring tapes sewing notions dressmaking sewing gift , sewing essentials",tape measure covered cotton fabric measuring tapes sewing notions dressmaking sewing sewing,"Tape Measure 60 inches or 150cm Covered with Cotton Fabric/ Measuring Tapes/ Sewing Notions/ Dressmaking/ Sewing Gift , Sewing Essentials",9017.80.00.00,9017.80.00.00,90,single_label,1,2,201,1810,,,,,,Other instruments,"Drawing, marking-out or mathematical calculating instruments (for example, drafting machines, pantographs, protractors, drawing sets, slide rules, disc calculators); instruments for measuring length, for use in the hand (for example, measuring rods and tapes, micrometers, calipers), not specified or included elsewhere in this chapter; parts and accessories thereof: > Other instruments",PENDING,,,
audit-cc-00234,125,high_noise|long_query|high_value_chapter_62|top1_mismatch|top10_miss|slow_search,cc-00234,chiffon scarves arrangement in a card board box for gifting arrangement done in canada,chiffon scarves arrangement card board box gifting arrangement done,3 Chiffon Scarves arrangement in a card board box for gifting - Arrangement done in Canada,6214.30.00.00,6214.30.00.00,62,single_label,1,2,201,1884,0409.00.00.10,Comb honey and honey packaged for retail sale,0409.00.00.10|1901.90.72.00|2101.11.21.26|2101.11.21.31|2101.11.29.41|6214.10.10.00|6214.40.00.00|6214.20.00.00|9504.90.60.00|3707.90.60.00,,,Of synthetic fibers (659),"Shawls, scarves, mufflers, mantillas, veils and the like: > Of synthetic fibers (659)",PENDING,,,
audit-cc-01497,125,multi_label|high_noise|multi_source|short_query|high_value_chapter_71|top1_mismatch,cc-01497,silver jewelry,silver jewelry,silver jewelry,7113.11.20.00,7113.11.20.00|7113.11.50.00,71,multi_label,2,2,201,811,7113.11.10.00,"Rope, curb, cable, chain and similar articles produced in continuous lengths, all the foregoing, whether or not cut to specific lengths and whether or not set with imitation pearls or imitation gemstones, suitable for use in the manufacture of articles provided for in this heading",7113.11.10.00|7113.11.20.00|7113.11.50.00|7018.10.10.00|7018.10.20.00|7018.20.00.00|9111.20.20.00|4301.60.30.00|4302.19.15.00|8211.91.10.00,,1,Valued not over $18 per dozen pieces or parts,"Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal: > Of silver, whether or not plated or clad with other precious metal: > Valued not over $18 per dozen pieces or parts",PENDING,,,
audit-cc-01355,125,high_noise|long_query|high_value_chapter_85|top1_mismatch|top10_miss|slow_search,cc-01355,"radio navigational aid apparatus civilian gps tracking device containing one lithium ion battery un3481, 20wh . non military. made in lithuania",radio navigational aid apparatus civilian gps tracking device containing one lithium ion,"Radio Navigational Aid Apparatus (Civilian GPS Tracking Device) containing one lithium -ion battery (UN3481, <20Wh). Non-military. Made in Lithuania.",8526.91.00.40,8526.91.00.40,85,single_label,1,2,201,1601,8526.91.00.20,Reception only apparatus,8526.91.00.20|8529.90.19.40|8529.90.73.00|2404.12.05.10|2404.19.05.10|1901.90.28.00|8479.90.65.00|3204.11.10.00|9014.10.60.00|3204.16.20.00,,,Other,"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus: > Radio navigational aid apparatus > Other",PENDING,,,
